Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S78160163,Northern Shoveler,Spatula clypeata,443,7,US-DC,District of Columbia,L473521,Constitution Gardens and Reflecting Pool,38.8901142,-77.043364,2020-12-28,01:22 PM,eBird - Traveling Count,48,1,1.239,,1,,,,322948871 322948881 322948891
S57981967,Northern Shoveler,Spatula clypeata,443,X,US-DE,Kent,L126637,Bombay Hook National Wildlife Refuge,39.2670818,-75.4695511,2014-09-28,09:00 AM,eBird - Traveling Count,180,1,3.219,,6
S78160163,Mallard,Anas platyrhynchos,483,4,US-DC,District of Columbia,L473521,Constitution Gardens and Reflecting Pool,38.8901142,-77.043364,2020-12-28,01:22 PM,eBird - Traveling Count,48,1,1.239,,1
S89067727,Mallard,Anas platyrhynchos,483,67,US-DC,District of Columbia,L473521,Constitution Gardens and Reflecting Pool,38.8901142,-77.043364,2021-05-27,07:10 AM,eBird - Traveling Count,56,1,1.287,,1
S86814742,Mallard,Anas platyrhynchos,483,8,US-DC,District of Columbia,L247770,Kenilworth Park and Aquatic Gardens,38.9133204,-76.9443433,2021-05-01,08:04 AM,eBird - Traveling Count,239,1,8.096,,4
S92699747,Mallard,Anas platyrhynchos,483,1,US-DC,District of Columbia,L247770,Kenilworth Park and Aquatic Gardens,38.9133204,-76.9443433,2021-08-03,07:42 AM,eBird - Traveling Count,78,1,2.704,,2
S71629231,Mallard,Anas platyrhynchos,483,8,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-07-19,06:44 AM,eBird - Traveling Count,118,1,2.371,,3
S71859347,Mallard,Anas platyrhynchos,483,24,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-07-26,06:27 PM,eBird - Traveling Count,78,1,2.099,,2
S72242578,Mallard,Anas platyrhynchos,483,32,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-08-09,06:49 AM,eBird - Traveling Count,134,1,1.577,,1
S72488118,Mallard,Anas platyrhynchos,483,8,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-08-16,06:07 PM,eBird - Traveling Count,102,1,1.877,,2
S72724062,Mallard,Anas platyrhynchos,483,7,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-08-23,06:46 AM,eBird - Traveling Count,160,1,2.131,,4
S72978900,Mallard,Anas platyrhynchos,483,13,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-08-30,06:31 AM,eBird - Traveling Count,180,1,3.251,,5
S73248812,Mallard,Anas platyrhynchos,483,4,US-DC,District of Columbia,L585694,Kingman Island South - Kingman Lake/Heritage Island,38.893872,-76.965301,2020-09-06,06:36 AM,eBird - Traveling Count,145,1,2.079,,3
